chain,block_number,block_timestamp,tx_hash,from,to,value,nonce,gas,gas_price,input_prefix
ethereum,24737111,1774472411,0xb925b6ae3cd115a36ac4e27c9877ad0cff33cda83f92980d89612000c9d65bae,0xae4d46bd9117cb017c5185844699c51107cb28a9,0xff00000000000000000000000000000000001088,0x0,10991,0x5208,0x40345d1e,0x
ethereum,24737111,1774472411,0x3dffdcb9531ec201a2c9f5506cfda8838a02cdbb67da241cb67cc6914715b020,0xd714664bf31a17e25c54d07c134f7913c9f8651f,0x4ea22a0df5b7ab242896c5729cc5facb36816759,0x44364c5bb0000,2090,0x5208,0x37e11d600,0x
ethereum,24737111,1774472411,0x74280f5e0ae3d4d16bae079e8d22f2947c401fdcf14a9383bd2f11380fdedce8,0xd714664bf31a17e25c54d07c134f7913c9f8651f,0xe89469de29d42db9321ff6d9f6a1652a383f89ec,0x44364c5bb0000,2091,0x5208,0x37e11d600,0x
ethereum,24737111,1774472411,0xeb0f0031056a8498d147c8ffad3a60b672fe02658df92e8d93650378da0f70c8,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,374896,0x15f90,0x12a05f200,0xa9059cbb
ethereum,24737111,1774472411,0x2251c0f7e3ea963ea265b1e8ed157088f78fa2faad9ec674fc7ea92dd8ac95e9,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,374897,0x15f90,0x12a05f200,0xa9059cbb
ethereum,24737111,1774472411,0xa5888e6659d534d1e09b7d93794a0be36d48b7f0a1b26ff40a4d5ac220aadcbc,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,374898,0x15f90,0x12a05f200,0xa9059cbb
ethereum,24737111,1774472411,0x9b23298fc5bc060fde61a4d02dd57fdaadca3e34b700b20cf7badf5db226c278,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,374899,0x15f90,0x12a05f200,0xa9059cbb
ethereum,24737111,1774472411,0x72cd42fcd742c4a62ffa045b501a4a487e0433bd2ebb780c3596ae9233b868db,0x26352d20e6a05e04a1ecc75d4a43ae9989272621,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,374900,0x15f90,0x12a05f200,0xa9059cbb
ethereum,24737111,1774472411,0xa0e2ad4288bf15fc7d37ade4a41613e906ca2fbcd09b218c9668b0a5bd726f9d,0x7f791a8a91ca306a41b45c098bf14200c1c96bbb,0xf4fc2017c382f632c7d7b1e4155458ba9ab4d700,0x24ad4795e972bf2,8,0x5208,0x12a05f200,0x
ethereum,24737111,1774472411,0xb2821f13abd0737edb225d252c3568cc08764f13e15e813fa14e2e1af5631065,0xefe77833ceb0d60e731eade86f894e4cd0a40752,0x835033bd90b943fa0d0f8e5382d9dc568d3fbd96,0x2d6e9df40c86d0,0,0x5208,0xb769f11e,0x
